train_loss,val_loss,train_acc,val_acc,train_acc_target,val_acc_target,train_acc_other,val_acc_other
0.4043567165059589,0.3587290349434007,0.7947992031037013,0.8502673796791443,0.8475818270639961,0.9216152019002375,0.4744255003706449,0.7788347205707491
0.22627787133772237,0.3082228796380871,0.8993394149103492,0.8437314319667261,0.927201180521397,0.9216152019002375,0.7380782918149467,0.7657550535077289
0.19284957074202025,0.27484356808774874,0.9077277970011534,0.863339275103981,0.9351140382973533,0.9275534441805225,0.7399103139013453,0.7990487514863258
0.17022292262385522,0.2733296680281747,0.9150676313306071,0.8526440879382056,0.9358269160249358,0.9263657957244655,0.7898230088495575,0.7788347205707491
0.16416945162674654,0.2391616367506531,0.9146482122260668,0.8746286393345217,0.9354956268221575,0.9299287410926366,0.7831417624521073,0.8192627824019025
0.1391219695575261,0.24684870714005433,0.9245045611827619,0.8639334521687463,0.9437706725468578,0.9334916864608076,0.8100436681222707,0.7942925089179548
0.14863024390478585,0.21985118231683407,0.9190521128237391,0.8716577540106952,0.9383705164550721,0.9370546318289786,0.8089887640449438,0.8061831153388823
0.14047699590465884,0.23145605223077648,0.9192618223760092,0.8770053475935828,0.9367057673509286,0.9429928741092637,0.8137472283813747,0.8109393579072532
0.14103111242542563,0.23553539854737948,0.9205200796896299,0.8734402852049911,0.936673199412053,0.9453681710213777,0.8244719592134013,0.8014268727705113
0.13313916107222287,0.23935950842668424,0.924714270735032,0.869281045751634,0.9436964504283966,0.9323040380047506,0.811265544989027,0.8061831153388823
0.13316456608031899,0.20996149045959958,0.9261822376009228,0.8865121806298277,0.9421844181459567,0.9346793349168646,0.8350877192982457,0.8382877526753865
0.12947736206747915,0.23321160723297102,0.9285938974520289,0.8663101604278075,0.9460022039916738,0.9382422802850356,0.8248175182481752,0.7942925089179548
0.12575716485758387,0.2252235268506239,0.9311104120792703,0.8841354723707665,0.948636028508233,0.9394299287410927,0.8291636883488206,0.8287752675386445
0.12346268207463397,0.21334401644625753,0.9322638146167558,0.8841354723707665,0.9496578690127078,0.9358669833729216,0.8270509977827051,0.8323424494649228
0.12806828815122462,0.2283548041475269,0.9276502044668135,0.8770053475935828,0.9460418450997186,0.9346793349168646,0.8174486803519062,0.8192627824019025
0.12630425978227702,0.21362532246506438,0.9318443955122155,0.8859180035650623,0.947509765625,0.9418052256532067,0.8364312267657993,0.8299643281807372
0.12191072271726384,0.2244783616009748,0.9327880884974311,0.8746286393345217,0.9500797252545076,0.9394299287410927,0.8309248554913294,0.8097502972651606
0.1196599078682379,0.2205169214954916,0.9338366362587815,0.8924539512774807,0.9489758371151723,0.9418052256532067,0.8446531791907514,0.8430439952437574
0.12068178309836304,0.22002272170810205,0.9343609101394569,0.8912655971479501,0.9510498046875,0.9382422802850356,0.8327137546468402,0.8442330558858502
0.11477303416172288,0.2316086410000077,0.934570619691727,0.8859180035650623,0.952815274230816,0.9334916864608076,0.8203957382039574,0.8382877526753865
0.11676462362008402,0.22331181140440814,0.9354094579008074,0.8841354723707665,0.9524566120752872,0.9429928741092637,0.8324723247232473,0.8252080856123662
0.1144133741915986,0.22421135401950693,0.9349900387962672,0.8799762329174093,0.9542547958681751,0.9382422802850356,0.8234875444839858,0.821640903686088
0.11558199266456909,0.2164808742631719,0.9372968438712383,0.8954248366013072,0.9558024691358025,0.9453681710213777,0.8329853862212944,0.845422116527943
0.10266812673312431,0.22463084687039536,0.9461046450665828,0.8900772430184195,0.9609946367625548,0.9453681710213777,0.854463615903976,0.8347205707491082
0.10218886417970623,0.23734468805058948,0.9437978399916116,0.8817587641117053,0.9623636140738017,0.9358669833729216,0.8340579710144927,0.8275862068965517
0.10346415355633383,0.22762943104893532,0.9436929852154765,0.8859180035650623,0.9601080152203265,0.9406175771971497,0.8474820143884892,0.83115338882283
0.10809311943975929,0.22537203814904644,0.9378211177519136,0.8900772430184195,0.956007799171338,0.9429928741092637,0.8256949661908339,0.8370986920332937
0.10205169699983524,0.2271473600335841,0.9411764705882353,0.8859180035650623,0.9607435489788431,0.9394299287410927,0.8235294117647058,0.8323424494649228
0.10598403074541893,0.2333330673710355,0.9409667610359652,0.8841354723707665,0.9596303501945526,0.9441805225653207,0.824067022086824,0.8240190249702735
